Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Confidence,Mental_Health_Benefit,Musical_Features
Song About Love,Bollywood,9,[],Bollywood Dancing Songs Instrumentals,5,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,147408,Calm,0.396,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Sun Saiba Sun - Chill Trap,DJ Carron,30,[],Sun Saiba Sun - Chill Trap,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,150365,Neutral,0.808,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Baha Le Jaa x Rang Lageya - Trending,Raahi,45,"['ghazal', 'lo-fi']",Baha Le Jaa x Rang Lageya - Trending,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,137274,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rangeela Re,Shreya Basu,23,[],Saregama Open Stage Vol-17,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,188936,Calm,0.367,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jaag,Chhavi Sodhani,4,"['hindi indie', 'indian indie']",Jaag,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,237362,Calm,0.457,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Hindi New Song,Hindi Dance Vibe,1,[],"HINDI GANA – Songs Dj Remix, Bolly Wood, Famous Hits",2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,352800,Calm,0.471,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Payalia (Bollyfuck),Trip Beats,29,"['punjabi pop', 'punjabi hip hop']",Payalia (Bollyfuck),1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,129147,Neutral,0.85,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
R.D. Burman Hits - Non-Stop Instrumentals By Tabun Sutradhar,Tabun Sutradhar,39,[],R.D. Burman Hits - Non-Stop Instrumentals By Tabun Sutradhar,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,2240000,Neutral,0.734,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Mujhe Rang De - Trap Mix,DJ Harshit Shah,50,[],Mujhe Rang De - Trap Mix,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,164528,Neutral,0.879,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood - Vagus Remix,Offir Malol,24,"['mizrahi', 'psytrance']",Bollywood (Vagus Remix),2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,395492,Calm,0.494,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rangeela (Techno Mix),Devilz Music,14,"['devotional', 'bhajan']",Rangeela (Techno Mix),1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,445204,Calm,0.494,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Suno Sajna - Chill Trap,DJ Carron,30,[],Suno Sajna - Chill Trap,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,151578,Neutral,0.805,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Stunna,Reach,17,['moombahton'],Bollywood Stunna,14,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,175485,Calm,0.349,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Piya,Catchy,15,['indian indie'],Piya,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,151807,Calm,0.335,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood,Beard2Beard,24,"['organic house', 'afro house']",Lady Of The Sun,13,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,288750,Calm,0.421,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Saat Samundar - Trap Mix,DJ Carron,30,[],Saat Samundar - Trap Mix,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,157183,Neutral,0.781,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Tipsy Hogai,Zeus,34,[],Instrumental Film Songs,3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,209608,Calm,0.279,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Hippie - Remix by Dony Hazarika,Amartya Rahut,4,['bollywood'],Aagey Se Right (Original Motion Picture Soundtrack),1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,198320,Calm,0.446,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raag Khamaj,Alif Laila,2,[],Romance of Raags & Songs In Bengal,3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1575653,Neutral,0.7,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Original Hindu Theme (DJ Lns),DJ LNS,19,[],Original Hindu Theme (DJ Lns),1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,187010,Calm,0.393,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Star,The Ringtones,21,['hard bop'],Ringtones - Top Selling Ringtones,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,30255,Neutral,0.865,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Kya Khoob Lagti Ho - Trap Mix,Dixit Seth,43,[],Kya Khoob Lagti Ho - Trap Mix,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,132727,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
LTMP Reloaded 26 Non Stop Mix,Sohail Sen,68,"['bollywood', 'hindi pop', 'desi']",Let The Music Play - Reloaded,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1182066,Neutral,0.734,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Spicy Mashup,Brian Mohan,19,['soca'],Bollywood Spicy Mashup,22,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,242616,Calm,0.394,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood,VFM Style,33,[],ARABIC MIX,9,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,206788,Neutral,0.724,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Indian Ethnic Fusion Sitar Drums,Sandeep Khurana,27,[],Royalty Free Music Bollywood - Vol. 7,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,72071,Neutral,0.877,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"I Miss You, Love!",Bollywood,9,[],Best Bollywood Hits With Vocals,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,112457,Calm,0.29,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bombay,Substeppers,0,[],Bollywood Trap,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,194597,Calm,0.439,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Ek Taal (From ""Immortal Series Maestros Mehfil"")",Alla Rakha,25,[],Indian Classical Instrumental - Best Of Raag: Taal,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,541066,Calm,0.516,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Farewell Trance (From ""Kabhi Alvida Naa Kehna"") - Instrumental",Shankar-Ehsaan-Loy,76,"['bollywood', 'sufi', 'desi', 'hindi pop']",Best of SEL,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,347893,Neutral,0.876,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Countdown,Farooq Got Audio,58,['desi'],Arabian Nites,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,185000,Neutral,0.88,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Breathing,Bombay Lounge,10,['lounge'],Indian Lounge Music 2014 Bollywood Global Music India Style Selection,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,346400,Calm,0.489,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Nollywood Film,Adymarox,0,[],Nollywood Film,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,153600,Calm,0.436,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Ek Meri Akh Kashni Trap Mix,Surinder Kaur,53,"['bhangra', 'ghazal']",Ek Meri Akh Kashni - The Versions,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,105142,Neutral,0.884,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Raat Ke Dhai Baje (From ""Kaminey"")",Suresh Wadkar,65,"['bhajan', 'marathi pop', 'devotional', 'ghazal']",Sunidhi's Sassy Hits,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,269601,Neutral,0.876,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Raag - Desh, Raagmala",Amjad Ali Khan,32,[],Classical Instrumental - Sarod,5,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,3332399,Neutral,0.733,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Beat,DJ 2 Bad,6,[],Funky Big Beat,5,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,210416,Calm,0.432,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood,Wizzerd Music,1,[],Bollywood,6,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,278999,Calm,0.452,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rang Barse Bheege Chunarwali - Trap Mix,PABLO,25,[],Rang Barse Bheege Chunarwali - Trap Mix,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,142500,Neutral,0.782,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Billie Eilish Raga,Alex Upadhyay,1,[],Billie Eilish Raga,5,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,120456,Calm,0.426,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
TikTok Bollywood Dance,Indian Music Prime,10,[],The Best Bollywood Music,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,191638,Calm,0.433,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
GOAT Theme - Remix,Kandu,23,"['tamil indie', 'tamil hip hop']",GOAT Theme (Remix),5,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,148804,Neutral,0.75,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Khel: Sharatta,Dudes Music Co,0,[],Bar de Lune Presents Bollywoods Journeys,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,317133,Calm,0.462,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Sunny Deol Dialogue Attitude,Dj Dileep Bhai,13,[],Trap Mafia,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,144484,Calm,0.332,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Loot Loot,Shravan Sinha,0,[],Loot,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,303335,Calm,0.459,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Chale Jaise Hawayein (Mix)[Remix By Jatin Sharma],KK,80,"['bollywood', 'hindi pop', 'desi']",Check That ! Ultimate Bollywood Remix,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,246503,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Sagar (DJ Lloyd Mix) - Remix,DJ Lloyd,4,[],House of Bollywood,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,348533,Calm,0.484,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Ragamuffin Mix,Sagar Desai,51,"['tollywood', 'telugu pop']",Quick Gun Murugun (Original Motion Picture Soundtrack),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,205920,Neutral,0.859,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Uff Shit Lagere,BORO BHAI,7,[],Uff Shit Lagere,13,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,217989,Calm,0.425,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Dilbar Dilbar,Tabun,3,[],Instrumental 99,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,337421,Calm,0.49,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Its Bollywood,FEZZO,39,['tech house'],Bollywood,8,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,345720,Calm,0.4,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Action Fight,Bollywood,9,[],Bollywood Dancing Songs Instrumentals,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,121312,Calm,0.309,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Dance (Instrumental Remix) [Tabla Dance Aerobic Running Jumping Cycling Jogging Aerobics Walking Treadmill],Blue Claw Fitness,16,[],Cardio Workout Music Playlist (Warm Up Interval Cooldown Mix) [Feat. Fitness Instructor Guide],2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,332869,Calm,0.47,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Movie Night,Bollywood,9,[],Bollywood Beat,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,96052,Neutral,0.75,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood (Lounge Music),Bombay Lounge,10,['lounge'],Hindi Music - Sensuality Indian Sunset Chill Lounge Music Flow Yoga Mudra,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,319216,Calm,0.46,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tere Vaaste,DJ Nihar,5,['gujarati garba'],Bollywood Dandiya Mix,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,129503,Calm,0.366,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Khoobsurat - LoFi,Wox Music,2,[],Rog - LoFi,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,214453,Calm,0.452,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bolywood,Iqbal khan,0,[],Bolywood,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,437802,Calm,0.507,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Aage Aage Tum - Trap Mix,DJ Harshit Shah,50,[],Aage Aage Tum - Trap Mix,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,152790,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Ladki Dramebaaz Hai,Mellow D,56,"['bollywood', 'hindi pop']",Bollywood Holi Party Songs,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,191538,Neutral,0.877,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Trending pad band,Smiles music,9,[],Trending pad band,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,101180,Neutral,0.741,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Chikni,Aneela,24,[],Mahi,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,173919,Calm,0.288,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
ALI Indian Bollywood Type Drill Beat,BARATO BEATZ,1,[],ALI Indian Bollywood Type Drill Beat,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,164598,Calm,0.443,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Gully Rap,Desi Music Bollywood,2,['desi pop'],Bhangra vs Bollywood,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,102000,Calm,0.372,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rang Barse Bheege Chunarwali - Trap Mix,Anurag Abhishek,37,[],Rang Barse Bheege Chunarwali - Trap Mix,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,139091,Neutral,0.866,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Naznee,Bollywood,9,[],Best Bollywood Hits With Vocals,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,209475,Calm,0.439,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Night Songs,Bollywood Slowed And Reverb,8,[],Bollywood Music 2025,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,208344,Calm,0.446,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tu mera ishq,Bollywood,9,[],Best Bollywood Hits With Vocals,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,193044,Calm,0.434,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Aag Laga Dem Mado Me,Kunal Mohi,2,[],Aag Laga Dem Mado Me,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,190078,Calm,0.451,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Shake It Up Bollywood,Hindi Dance Vibes,6,[],"Hindi Dance Party – Bollywood Hot Hits 2023 Chillout, EDM, Disco DJ Remixes",1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,138862,Calm,0.395,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Raah,Catchy,15,['indian indie'],Raah,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,182867,Calm,0.41,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Afterparty Glow,AllThingsMin AI Beats,2,[],Bollywood Afterparty Glow,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,150599,Calm,0.429,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Desert Safari,Farooq Got Audio,58,['desi'],Arabian Nites,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,190285,Neutral,0.88,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Playboy,Anjana Ankur Singh,9,[],Playboy,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,131714,Calm,0.337,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Besabriya Bollywood Romance Hindi Melody Songs,JJB Productions,0,[],Besabriya Bollywood Romance Hindi Melody Songs,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,180114,Calm,0.438,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"De Dana Dan (From ""De Dana Dan"")",Ad Boyz,12,[],Bollywood Diva Katrina Kaif,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,245733,Calm,0.454,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood,Ajad Samskara,20,['lounge'],Ethnology,12,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,257647,Calm,0.421,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Chandni Party (Moonlight Party),PavLyfe,1,[],Chandni Party (Moonlight Party),2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,269928,Calm,0.449,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Aditi Singh Sharma Raaga Trippin,Aditi Singh Sharma,63,"['bollywood', 'desi', 'hindi pop']",Aditi Singh Sharma Raaga Trippin,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,204795,Neutral,0.879,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Workout Songs,Bollywood Slowed And Reverb,8,[],Bollywood Music 2025,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,240024,Calm,0.454,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tere Jaisa Yaar Kahan,Bollywood Unscripted,2,[],Bollywood Eclectic DANCE LAUGH LOVE,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,164687,Calm,0.44,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood - Instrumental,Deville,23,['nu metal'],Best Trap Instrumentals 2,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,207072,Calm,0.406,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Aag Si Lagti Hai (Feels Like Fire),EchoVarn,1,[],Diwali Dance,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,154319,Calm,0.436,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Hotty Naughty (Remix Version) - From ""De Dana Dan""",Kalpana Patowary,66,"['bhojpuri pop', 'bhojiwood', 'tamil dance', 'telugu pop', 'tollywood']",Bollywood Diva Katrina Kaif,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,228093,Neutral,0.884,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollyhood - Original Mix,Gameface,3,['edm trap'],Traplife,3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,228000,Calm,0.441,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
S A T U R N,AmannBeyond,7,[],S A T U R N,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,222397,Calm,0.455,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
RANG,Viraj Gautam,16,[],RANG,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,213263,Calm,0.433,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Bounce - Loop 2 Mix,WAR TECH,23,[],Bollywood Battle Beats,7,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,62400,Neutral,0.879,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Paisa (Club Mix Version) - From ""De Dana Dan""",R.D.B.,44,['bollywood'],Bollywood Diva Katrina Kaif,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,227266,Neutral,0.759,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
In The Garden,Bollywood Dream Team,7,[],Bollywood Dream Lounge,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,334000,Calm,0.466,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Ooh La La Rang Dala,Sandeep Kapoor,17,[],Bollywood Holi - 2 (Ooh La La Rang Dala) Vol-2,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,254920,Calm,0.446,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
